"","data3.DspProbCodeDescription","data3.PrimaryProbDescription","Freq"
"1110","Hypotension Non-Traumatic","GI Problems/Pain/Vomiting/Nausea",0
"1111","Inhalation Injury","GI Problems/Pain/Vomiting/Nausea",0
"1112","Ischemic Chest Pain","GI Problems/Pain/Vomiting/Nausea",19
"1113","Lift Assist (Dispatch Only)","GI Problems/Pain/Vomiting/Nausea",0
"1114","Local Allergic Reaction","GI Problems/Pain/Vomiting/Nausea",0
"1115","Musk/Skel Trauma","GI Problems/Pain/Vomiting/Nausea",1
"1116","MVC (Dispatch Only)","GI Problems/Pain/Vomiting/Nausea",0
"1117","Myocardial Infarction(Dx)","GI Problems/Pain/Vomiting/Nausea",0
"1118","Newborn/Neonatal","GI Problems/Pain/Vomiting/Nausea",0
"1119","Obstetrical Emergency","GI Problems/Pain/Vomiting/Nausea",0
"1120","Obstruc./Anatomical/Med/Other","GI Problems/Pain/Vomiting/Nausea",0
"1121","Obstruc./Foreign Body","GI Problems/Pain/Vomiting/Nausea",1
"1122","Organ Donor","GI Problems/Pain/Vomiting/Nausea",0
"1123","Organ Retrieval","GI Problems/Pain/Vomiting/Nausea",0
"1124","Other Cardiac","GI Problems/Pain/Vomiting/Nausea",1
"1125","Other Medical/Trauma","GI Problems/Pain/Vomiting/Nausea",13
"1126","Palpitations","GI Problems/Pain/Vomiting/Nausea",0
"1127","Paralysis/Spinal Trauma","GI Problems/Pain/Vomiting/Nausea",0
"1128","Poisoning/Toxic Exposure","GI Problems/Pain/Vomiting/Nausea",0
"1129","Resp. Arrest","GI Problems/Pain/Vomiting/Nausea",0
"1130","Resp. Disease","GI Problems/Pain/Vomiting/Nausea",0
"1131","Resp. Distress","GI Problems/Pain/Vomiting/Nausea",26
"1132","Seizure/Post Ictal","GI Problems/Pain/Vomiting/Nausea",1
"1133","Sepsis (Prev. Dx)","GI Problems/Pain/Vomiting/Nausea",0
"1134","Stroke/TIA","GI Problems/Pain/Vomiting/Nausea",5
"1135","Syncope","GI Problems/Pain/Vomiting/Nausea",0
"1136","Trauma Unknown (Dispatch Only)","GI Problems/Pain/Vomiting/Nausea",0
"1137","Traumatic Arrest","GI Problems/Pain/Vomiting/Nausea",0
"1138","Treatment - Diagnostic/Return","GI Problems/Pain/Vomiting/Nausea",0
"1139","Unconscious","GI Problems/Pain/Vomiting/Nausea",3
"1140","Unknown (Dispatch Only)","GI Problems/Pain/Vomiting/Nausea",2
"1141","","GU Problem/Pain",2
"1142","Abdominal Pain NYD","GU Problem/Pain",3
"1143","Abdominal Trauma","GU Problem/Pain",0
"1144","Airway Trauma","GU Problem/Pain",0
"1145","Alcohol Intoxication","GU Problem/Pain",0
"1146","Altered LOC","GU Problem/Pain",0
"1147","Anaphylaxis","GU Problem/Pain",0
"1148","Back Pain","GU Problem/Pain",0
"1149","Behaviour/Psychiatric","GU Problem/Pain",0
"1150","Cardiac Trauma","GU Problem/Pain",0
"1151","Cardiac/Medical Arrest","GU Problem/Pain",0
"1152","Chest Trauma","GU Problem/Pain",0
"1153","CHF","GU Problem/Pain",0
"1154","Confusion/Disorientation","GU Problem/Pain",0
"1155","Convalescent/Invalid/Return Home","GU Problem/Pain",0
"1156","Diabetic Emergency","GU Problem/Pain",0
"1157","Drug Overdose","GU Problem/Pain",0
"1158","Exposure","GU Problem/Pain",0
"1159","General Illness/Weakness","GU Problem/Pain",1
"1160","GI Problems/Pain/Vomiting/Nausea","GU Problem/Pain",2
"1161","GU Problem/Pain","GU Problem/Pain",6
"1162","Gynecological Emergency","GU Problem/Pain",0
"1163","Head/Brain Trauma","GU Problem/Pain",0
"1164","Headache","GU Problem/Pain",0
"1165","Hemorrhage Minor","GU Problem/Pain",0
"1166","Hemorrhage/Hypovolemia Major","GU Problem/Pain",0
"1167","Hypotension Non-Traumatic","GU Problem/Pain",0
"1168","Inhalation Injury","GU Problem/Pain",0
"1169","Ischemic Chest Pain","GU Problem/Pain",2
"1170","Lift Assist (Dispatch Only)","GU Problem/Pain",0
"1171","Local Allergic Reaction","GU Problem/Pain",0
"1172","Musk/Skel Trauma","GU Problem/Pain",0
"1173","MVC (Dispatch Only)","GU Problem/Pain",0
"1174","Myocardial Infarction(Dx)","GU Problem/Pain",0
"1175","Newborn/Neonatal","GU Problem/Pain",0
"1176","Obstetrical Emergency","GU Problem/Pain",0
"1177","Obstruc./Anatomical/Med/Other","GU Problem/Pain",0
"1178","Obstruc./Foreign Body","GU Problem/Pain",0
"1179","Organ Donor","GU Problem/Pain",0
"1180","Organ Retrieval","GU Problem/Pain",0
"1181","Other Cardiac","GU Problem/Pain",0
"1182","Other Medical/Trauma","GU Problem/Pain",1
"1183","Palpitations","GU Problem/Pain",0
"1184","Paralysis/Spinal Trauma","GU Problem/Pain",0
"1185","Poisoning/Toxic Exposure","GU Problem/Pain",0
"1186","Resp. Arrest","GU Problem/Pain",0
"1187","Resp. Disease","GU Problem/Pain",0
"1188","Resp. Distress","GU Problem/Pain",0
"1189","Seizure/Post Ictal","GU Problem/Pain",0
"1190","Sepsis (Prev. Dx)","GU Problem/Pain",0
"1191","Stroke/TIA","GU Problem/Pain",0
"1192","Syncope","GU Problem/Pain",0
"1193","Trauma Unknown (Dispatch Only)","GU Problem/Pain",0
"1194","Traumatic Arrest","GU Problem/Pain",0
"1195","Treatment - Diagnostic/Return","GU Problem/Pain",0
"1196","Unconscious","GU Problem/Pain",0
"1197","Unknown (Dispatch Only)","GU Problem/Pain",0
"1198","","Gynecological Emergency",2
"1199","Abdominal Pain NYD","Gynecological Emergency",0
"1200","Abdominal Trauma","Gynecological Emergency",0
"1201","Airway Trauma","Gynecological Emergency",0
"1202","Alcohol Intoxication","Gynecological Emergency",0
"1203","Altered LOC","Gynecological Emergency",0
"1204","Anaphylaxis","Gynecological Emergency",0
"1205","Back Pain","Gynecological Emergency",0
"1206","Behaviour/Psychiatric","Gynecological Emergency",0
"1207","Cardiac Trauma","Gynecological Emergency",0
"1208","Cardiac/Medical Arrest","Gynecological Emergency",0
"1209","Chest Trauma","Gynecological Emergency",0
"1210","CHF","Gynecological Emergency",0
"1211","Confusion/Disorientation","Gynecological Emergency",0
"1212","Convalescent/Invalid/Return Home","Gynecological Emergency",0
"1213","Diabetic Emergency","Gynecological Emergency",1
"1214","Drug Overdose","Gynecological Emergency",0
"1215","Exposure","Gynecological Emergency",0
"1216","General Illness/Weakness","Gynecological Emergency",0
"1217","GI Problems/Pain/Vomiting/Nausea","Gynecological Emergency",0
"1218","GU Problem/Pain","Gynecological Emergency",0
"1219","Gynecological Emergency","Gynecological Emergency",9
"1220","Head/Brain Trauma","Gynecological Emergency",0
"1221","Headache","Gynecological Emergency",0
"1222","Hemorrhage Minor","Gynecological Emergency",0
"1223","Hemorrhage/Hypovolemia Major","Gynecological Emergency",0
"1224","Hypotension Non-Traumatic","Gynecological Emergency",0
"1225","Inhalation Injury","Gynecological Emergency",0
"1226","Ischemic Chest Pain","Gynecological Emergency",0
"1227","Lift Assist (Dispatch Only)","Gynecological Emergency",0
"1228","Local Allergic Reaction","Gynecological Emergency",0
"1229","Musk/Skel Trauma","Gynecological Emergency",0
"1230","MVC (Dispatch Only)","Gynecological Emergency",0
"1231","Myocardial Infarction(Dx)","Gynecological Emergency",0
"1232","Newborn/Neonatal","Gynecological Emergency",0
"1233","Obstetrical Emergency","Gynecological Emergency",1
"1234","Obstruc./Anatomical/Med/Other","Gynecological Emergency",0
"1235","Obstruc./Foreign Body","Gynecological Emergency",0
"1236","Organ Donor","Gynecological Emergency",0
"1237","Organ Retrieval","Gynecological Emergency",0
"1238","Other Cardiac","Gynecological Emergency",0
"1239","Other Medical/Trauma","Gynecological Emergency",0
"1240","Palpitations","Gynecological Emergency",0
"1241","Paralysis/Spinal Trauma","Gynecological Emergency",0
"1242","Poisoning/Toxic Exposure","Gynecological Emergency",1
"1243","Resp. Arrest","Gynecological Emergency",0
"1244","Resp. Disease","Gynecological Emergency",0
"1245","Resp. Distress","Gynecological Emergency",0
"1246","Seizure/Post Ictal","Gynecological Emergency",0
"1247","Sepsis (Prev. Dx)","Gynecological Emergency",0
"1248","Stroke/TIA","Gynecological Emergency",0
"1249","Syncope","Gynecological Emergency",0
"1250","Trauma Unknown (Dispatch Only)","Gynecological Emergency",0
"1251","Traumatic Arrest","Gynecological Emergency",0
"1252","Treatment - Diagnostic/Return","Gynecological Emergency",0
"1253","Unconscious","Gynecological Emergency",0
"1254","Unknown (Dispatch Only)","Gynecological Emergency",0
"1255","","Head/Brain Trauma",4
"1256","Abdominal Pain NYD","Head/Brain Trauma",0
"1257","Abdominal Trauma","Head/Brain Trauma",0
"1258","Airway Trauma","Head/Brain Trauma",0
"1259","Alcohol Intoxication","Head/Brain Trauma",0
"1260","Altered LOC","Head/Brain Trauma",1
"1261","Anaphylaxis","Head/Brain Trauma",0
"1262","Back Pain","Head/Brain Trauma",0
"1263","Behaviour/Psychiatric","Head/Brain Trauma",0
"1264","Cardiac Trauma","Head/Brain Trauma",0
"1265","Cardiac/Medical Arrest","Head/Brain Trauma",0
"1266","Chest Trauma","Head/Brain Trauma",0
"1267","CHF","Head/Brain Trauma",0
"1268","Confusion/Disorientation","Head/Brain Trauma",0
"1269","Convalescent/Invalid/Return Home","Head/Brain Trauma",0
"1270","Diabetic Emergency","Head/Brain Trauma",0
"1271","Drug Overdose","Head/Brain Trauma",0
"1272","Exposure","Head/Brain Trauma",0
"1273","General Illness/Weakness","Head/Brain Trauma",0
"1274","GI Problems/Pain/Vomiting/Nausea","Head/Brain Trauma",0
"1275","GU Problem/Pain","Head/Brain Trauma",0
"1276","Gynecological Emergency","Head/Brain Trauma",0
"1277","Head/Brain Trauma","Head/Brain Trauma",9
"1278","Headache","Head/Brain Trauma",0
"1279","Hemorrhage Minor","Head/Brain Trauma",0
"1280","Hemorrhage/Hypovolemia Major","Head/Brain Trauma",1
"1281","Hypotension Non-Traumatic","Head/Brain Trauma",0
"1282","Inhalation Injury","Head/Brain Trauma",0
"1283","Ischemic Chest Pain","Head/Brain Trauma",0
"1284","Lift Assist (Dispatch Only)","Head/Brain Trauma",0
"1285","Local Allergic Reaction","Head/Brain Trauma",0
"1286","Musk/Skel Trauma","Head/Brain Trauma",0
"1287","MVC (Dispatch Only)","Head/Brain Trauma",5
"1288","Myocardial Infarction(Dx)","Head/Brain Trauma",0
"1289","Newborn/Neonatal","Head/Brain Trauma",0
"1290","Obstetrical Emergency","Head/Brain Trauma",0
"1291","Obstruc./Anatomical/Med/Other","Head/Brain Trauma",0
"1292","Obstruc./Foreign Body","Head/Brain Trauma",0
"1293","Organ Donor","Head/Brain Trauma",0
"1294","Organ Retrieval","Head/Brain Trauma",0
"1295","Other Cardiac","Head/Brain Trauma",0
"1296","Other Medical/Trauma","Head/Brain Trauma",2
"1297","Palpitations","Head/Brain Trauma",0
"1298","Paralysis/Spinal Trauma","Head/Brain Trauma",0
"1299","Poisoning/Toxic Exposure","Head/Brain Trauma",0
"1300","Resp. Arrest","Head/Brain Trauma",0
"1301","Resp. Disease","Head/Brain Trauma",0
"1302","Resp. Distress","Head/Brain Trauma",0
"1303","Seizure/Post Ictal","Head/Brain Trauma",0
"1304","Sepsis (Prev. Dx)","Head/Brain Trauma",0
"1305","Stroke/TIA","Head/Brain Trauma",0
"1306","Syncope","Head/Brain Trauma",0
"1307","Trauma Unknown (Dispatch Only)","Head/Brain Trauma",4
"1308","Traumatic Arrest","Head/Brain Trauma",0
"1309","Treatment - Diagnostic/Return","Head/Brain Trauma",0
"1310","Unconscious","Head/Brain Trauma",2
"1311","Unknown (Dispatch Only)","Head/Brain Trauma",0
"1312","","Headache",4
"1313","Abdominal Pain NYD","Headache",0
"1314","Abdominal Trauma","Headache",0
"1315","Airway Trauma","Headache",0
"1316","Alcohol Intoxication","Headache",0
"1317","Altered LOC","Headache",1
"1318","Anaphylaxis","Headache",0
"1319","Back Pain","Headache",0
"1320","Behaviour/Psychiatric","Headache",0
"1321","Cardiac Trauma","Headache",0
"1322","Cardiac/Medical Arrest","Headache",0
"1323","Chest Trauma","Headache",0
"1324","CHF","Headache",0
"1325","Confusion/Disorientation","Headache",2
"1326","Convalescent/Invalid/Return Home","Headache",0
"1327","Diabetic Emergency","Headache",0
"1328","Drug Overdose","Headache",0
"1329","Exposure","Headache",0
"1330","General Illness/Weakness","Headache",0
"1331","GI Problems/Pain/Vomiting/Nausea","Headache",0
"1332","GU Problem/Pain","Headache",0
"1333","Gynecological Emergency","Headache",0
"1334","Head/Brain Trauma","Headache",2
"1335","Headache","Headache",20
"1336","Hemorrhage Minor","Headache",0
"1337","Hemorrhage/Hypovolemia Major","Headache",0
"1338","Hypotension Non-Traumatic","Headache",0
"1339","Inhalation Injury","Headache",0
"1340","Ischemic Chest Pain","Headache",2
"1341","Lift Assist (Dispatch Only)","Headache",0
"1342","Local Allergic Reaction","Headache",0
"1343","Musk/Skel Trauma","Headache",0
"1344","MVC (Dispatch Only)","Headache",0
"1345","Myocardial Infarction(Dx)","Headache",0
"1346","Newborn/Neonatal","Headache",0
"1347","Obstetrical Emergency","Headache",1
"1348","Obstruc./Anatomical/Med/Other","Headache",0
"1349","Obstruc./Foreign Body","Headache",0
"1350","Organ Donor","Headache",0
"1351","Organ Retrieval","Headache",0
"1352","Other Cardiac","Headache",1
"1353","Other Medical/Trauma","Headache",1
"1354","Palpitations","Headache",0
"1355","Paralysis/Spinal Trauma","Headache",0
"1356","Poisoning/Toxic Exposure","Headache",0
"1357","Resp. Arrest","Headache",0
"1358","Resp. Disease","Headache",0
"1359","Resp. Distress","Headache",4
"1360","Seizure/Post Ictal","Headache",1
"1361","Sepsis (Prev. Dx)","Headache",0
"1362","Stroke/TIA","Headache",8
"1363","Syncope","Headache",0
"1364","Trauma Unknown (Dispatch Only)","Headache",0
"1365","Traumatic Arrest","Headache",0
"1366","Treatment - Diagnostic/Return","Headache",0
"1367","Unconscious","Headache",1
"1368","Unknown (Dispatch Only)","Headache",1
"1369","","Hemorrhage Minor",7
"1370","Abdominal Pain NYD","Hemorrhage Minor",0
"1371","Abdominal Trauma","Hemorrhage Minor",0
"1372","Airway Trauma","Hemorrhage Minor",0
"1373","Alcohol Intoxication","Hemorrhage Minor",0
"1374","Altered LOC","Hemorrhage Minor",0
"1375","Anaphylaxis","Hemorrhage Minor",0
"1376","Back Pain","Hemorrhage Minor",0
"1377","Behaviour/Psychiatric","Hemorrhage Minor",0
"1378","Cardiac Trauma","Hemorrhage Minor",0
"1379","Cardiac/Medical Arrest","Hemorrhage Minor",0
"1380","Chest Trauma","Hemorrhage Minor",0
"1381","CHF","Hemorrhage Minor",0
"1382","Confusion/Disorientation","Hemorrhage Minor",0
"1383","Convalescent/Invalid/Return Home","Hemorrhage Minor",0
"1384","Diabetic Emergency","Hemorrhage Minor",0
"1385","Drug Overdose","Hemorrhage Minor",0
"1386","Exposure","Hemorrhage Minor",0
"1387","General Illness/Weakness","Hemorrhage Minor",0
"1388","GI Problems/Pain/Vomiting/Nausea","Hemorrhage Minor",0
"1389","GU Problem/Pain","Hemorrhage Minor",0
"1390","Gynecological Emergency","Hemorrhage Minor",0
"1391","Head/Brain Trauma","Hemorrhage Minor",0
"1392","Headache","Hemorrhage Minor",0
"1393","Hemorrhage Minor","Hemorrhage Minor",22
"1394","Hemorrhage/Hypovolemia Major","Hemorrhage Minor",5
"1395","Hypotension Non-Traumatic","Hemorrhage Minor",1
"1396","Inhalation Injury","Hemorrhage Minor",0
"1397","Ischemic Chest Pain","Hemorrhage Minor",1
"1398","Lift Assist (Dispatch Only)","Hemorrhage Minor",0
"1399","Local Allergic Reaction","Hemorrhage Minor",0
"1400","Musk/Skel Trauma","Hemorrhage Minor",0
"1401","MVC (Dispatch Only)","Hemorrhage Minor",0
"1402","Myocardial Infarction(Dx)","Hemorrhage Minor",0
"1403","Newborn/Neonatal","Hemorrhage Minor",0
"1404","Obstetrical Emergency","Hemorrhage Minor",0
"1405","Obstruc./Anatomical/Med/Other","Hemorrhage Minor",0
"1406","Obstruc./Foreign Body","Hemorrhage Minor",0
"1407","Organ Donor","Hemorrhage Minor",0
"1408","Organ Retrieval","Hemorrhage Minor",0
"1409","Other Cardiac","Hemorrhage Minor",1
"1410","Other Medical/Trauma","Hemorrhage Minor",0
"1411","Palpitations","Hemorrhage Minor",0
"1412","Paralysis/Spinal Trauma","Hemorrhage Minor",0
"1413","Poisoning/Toxic Exposure","Hemorrhage Minor",0
"1414","Resp. Arrest","Hemorrhage Minor",0
"1415","Resp. Disease","Hemorrhage Minor",0
"1416","Resp. Distress","Hemorrhage Minor",1
"1417","Seizure/Post Ictal","Hemorrhage Minor",2
"1418","Sepsis (Prev. Dx)","Hemorrhage Minor",0
"1419","Stroke/TIA","Hemorrhage Minor",1
"1420","Syncope","Hemorrhage Minor",1
"1421","Trauma Unknown (Dispatch Only)","Hemorrhage Minor",1
"1422","Traumatic Arrest","Hemorrhage Minor",1
"1423","Treatment - Diagnostic/Return","Hemorrhage Minor",0
"1424","Unconscious","Hemorrhage Minor",2
"1425","Unknown (Dispatch Only)","Hemorrhage Minor",1
"1426","","Hemorrhage/Hypovolemia Major",4
"1427","Abdominal Pain NYD","Hemorrhage/Hypovolemia Major",0
"1428","Abdominal Trauma","Hemorrhage/Hypovolemia Major",0
"1429","Airway Trauma","Hemorrhage/Hypovolemia Major",0
"1430","Alcohol Intoxication","Hemorrhage/Hypovolemia Major",0
"1431","Altered LOC","Hemorrhage/Hypovolemia Major",0
"1432","Anaphylaxis","Hemorrhage/Hypovolemia Major",0
"1433","Back Pain","Hemorrhage/Hypovolemia Major",0
"1434","Behaviour/Psychiatric","Hemorrhage/Hypovolemia Major",0
"1435","Cardiac Trauma","Hemorrhage/Hypovolemia Major",0
"1436","Cardiac/Medical Arrest","Hemorrhage/Hypovolemia Major",0
"1437","Chest Trauma","Hemorrhage/Hypovolemia Major",0
"1438","CHF","Hemorrhage/Hypovolemia Major",0
"1439","Confusion/Disorientation","Hemorrhage/Hypovolemia Major",0
"1440","Convalescent/Invalid/Return Home","Hemorrhage/Hypovolemia Major",0
"1441","Diabetic Emergency","Hemorrhage/Hypovolemia Major",1
"1442","Drug Overdose","Hemorrhage/Hypovolemia Major",0
"1443","Exposure","Hemorrhage/Hypovolemia Major",0
"1444","General Illness/Weakness","Hemorrhage/Hypovolemia Major",0
"1445","GI Problems/Pain/Vomiting/Nausea","Hemorrhage/Hypovolemia Major",1
"1446","GU Problem/Pain","Hemorrhage/Hypovolemia Major",0
"1447","Gynecological Emergency","Hemorrhage/Hypovolemia Major",0
"1448","Head/Brain Trauma","Hemorrhage/Hypovolemia Major",0
"1449","Headache","Hemorrhage/Hypovolemia Major",0
"1450","Hemorrhage Minor","Hemorrhage/Hypovolemia Major",1
"1451","Hemorrhage/Hypovolemia Major","Hemorrhage/Hypovolemia Major",11
"1452","Hypotension Non-Traumatic","Hemorrhage/Hypovolemia Major",0
"1453","Inhalation Injury","Hemorrhage/Hypovolemia Major",0
"1454","Ischemic Chest Pain","Hemorrhage/Hypovolemia Major",0
"1455","Lift Assist (Dispatch Only)","Hemorrhage/Hypovolemia Major",0
"1456","Local Allergic Reaction","Hemorrhage/Hypovolemia Major",0
"1457","Musk/Skel Trauma","Hemorrhage/Hypovolemia Major",0
"1458","MVC (Dispatch Only)","Hemorrhage/Hypovolemia Major",0
"1459","Myocardial Infarction(Dx)","Hemorrhage/Hypovolemia Major",0
"1460","Newborn/Neonatal","Hemorrhage/Hypovolemia Major",0
"1461","Obstetrical Emergency","Hemorrhage/Hypovolemia Major",2
"1462","Obstruc./Anatomical/Med/Other","Hemorrhage/Hypovolemia Major",0
"1463","Obstruc./Foreign Body","Hemorrhage/Hypovolemia Major",0
"1464","Organ Donor","Hemorrhage/Hypovolemia Major",0
"1465","Organ Retrieval","Hemorrhage/Hypovolemia Major",0
"1466","Other Cardiac","Hemorrhage/Hypovolemia Major",0
"1467","Other Medical/Trauma","Hemorrhage/Hypovolemia Major",2
"1468","Palpitations","Hemorrhage/Hypovolemia Major",0
"1469","Paralysis/Spinal Trauma","Hemorrhage/Hypovolemia Major",0
"1470","Poisoning/Toxic Exposure","Hemorrhage/Hypovolemia Major",0
"1471","Resp. Arrest","Hemorrhage/Hypovolemia Major",0
"1472","Resp. Disease","Hemorrhage/Hypovolemia Major",0
"1473","Resp. Distress","Hemorrhage/Hypovolemia Major",1
"1474","Seizure/Post Ictal","Hemorrhage/Hypovolemia Major",1
"1475","Sepsis (Prev. Dx)","Hemorrhage/Hypovolemia Major",0
"1476","Stroke/TIA","Hemorrhage/Hypovolemia Major",0
"1477","Syncope","Hemorrhage/Hypovolemia Major",0
"1478","Trauma Unknown (Dispatch Only)","Hemorrhage/Hypovolemia Major",4
"1479","Traumatic Arrest","Hemorrhage/Hypovolemia Major",0
"1480","Treatment - Diagnostic/Return","Hemorrhage/Hypovolemia Major",0
"1481","Unconscious","Hemorrhage/Hypovolemia Major",0
"1482","Unknown (Dispatch Only)","Hemorrhage/Hypovolemia Major",0
"1483","","Hypotension Non-Traumatic",12
"1484","Abdominal Pain NYD","Hypotension Non-Traumatic",0
"1485","Abdominal Trauma","Hypotension Non-Traumatic",0
"1486","Airway Trauma","Hypotension Non-Traumatic",0
"1487","Alcohol Intoxication","Hypotension Non-Traumatic",0
"1488","Altered LOC","Hypotension Non-Traumatic",2
"1489","Anaphylaxis","Hypotension Non-Traumatic",0
"1490","Back Pain","Hypotension Non-Traumatic",0
"1491","Behaviour/Psychiatric","Hypotension Non-Traumatic",0
"1492","Cardiac Trauma","Hypotension Non-Traumatic",0
"1493","Cardiac/Medical Arrest","Hypotension Non-Traumatic",0
"1494","Chest Trauma","Hypotension Non-Traumatic",0
"1495","CHF","Hypotension Non-Traumatic",1
"1496","Confusion/Disorientation","Hypotension Non-Traumatic",4
"1497","Convalescent/Invalid/Return Home","Hypotension Non-Traumatic",0
"1498","Diabetic Emergency","Hypotension Non-Traumatic",4
"1499","Drug Overdose","Hypotension Non-Traumatic",0
"1500","Exposure","Hypotension Non-Traumatic",0
"1501","General Illness/Weakness","Hypotension Non-Traumatic",9
"1502","GI Problems/Pain/Vomiting/Nausea","Hypotension Non-Traumatic",2
"1503","GU Problem/Pain","Hypotension Non-Traumatic",0
"1504","Gynecological Emergency","Hypotension Non-Traumatic",0
"1505","Head/Brain Trauma","Hypotension Non-Traumatic",2
"1506","Headache","Hypotension Non-Traumatic",0
"1507","Hemorrhage Minor","Hypotension Non-Traumatic",0
"1508","Hemorrhage/Hypovolemia Major","Hypotension Non-Traumatic",0
"1509","Hypotension Non-Traumatic","Hypotension Non-Traumatic",23
"1510","Inhalation Injury","Hypotension Non-Traumatic",0
"1511","Ischemic Chest Pain","Hypotension Non-Traumatic",4
"1512","Lift Assist (Dispatch Only)","Hypotension Non-Traumatic",0
"1513","Local Allergic Reaction","Hypotension Non-Traumatic",0
"1514","Musk/Skel Trauma","Hypotension Non-Traumatic",2
"1515","MVC (Dispatch Only)","Hypotension Non-Traumatic",0
"1516","Myocardial Infarction(Dx)","Hypotension Non-Traumatic",0
"1517","Newborn/Neonatal","Hypotension Non-Traumatic",0
"1518","Obstetrical Emergency","Hypotension Non-Traumatic",0
"1519","Obstruc./Anatomical/Med/Other","Hypotension Non-Traumatic",0
"1520","Obstruc./Foreign Body","Hypotension Non-Traumatic",0
"1521","Organ Donor","Hypotension Non-Traumatic",0
"1522","Organ Retrieval","Hypotension Non-Traumatic",0
"1523","Other Cardiac","Hypotension Non-Traumatic",1
"1524","Other Medical/Trauma","Hypotension Non-Traumatic",6
"1525","Palpitations","Hypotension Non-Traumatic",0
"1526","Paralysis/Spinal Trauma","Hypotension Non-Traumatic",0
"1527","Poisoning/Toxic Exposure","Hypotension Non-Traumatic",0
"1528","Resp. Arrest","Hypotension Non-Traumatic",0
"1529","Resp. Disease","Hypotension Non-Traumatic",0
"1530","Resp. Distress","Hypotension Non-Traumatic",5
"1531","Seizure/Post Ictal","Hypotension Non-Traumatic",1
"1532","Sepsis (Prev. Dx)","Hypotension Non-Traumatic",0
"1533","Stroke/TIA","Hypotension Non-Traumatic",6
"1534","Syncope","Hypotension Non-Traumatic",6
"1535","Trauma Unknown (Dispatch Only)","Hypotension Non-Traumatic",1
"1536","Traumatic Arrest","Hypotension Non-Traumatic",0
"1537","Treatment - Diagnostic/Return","Hypotension Non-Traumatic",0
"1538","Unconscious","Hypotension Non-Traumatic",5
"1539","Unknown (Dispatch Only)","Hypotension Non-Traumatic",1
"1540","","Infectious Disease",0
"1541","Abdominal Pain NYD","Infectious Disease",1
"1542","Abdominal Trauma","Infectious Disease",0
"1543","Airway Trauma","Infectious Disease",0
"1544","Alcohol Intoxication","Infectious Disease",0
"1545","Altered LOC","Infectious Disease",0
"1546","Anaphylaxis","Infectious Disease",0
"1547","Back Pain","Infectious Disease",0
"1548","Behaviour/Psychiatric","Infectious Disease",0
"1549","Cardiac Trauma","Infectious Disease",0
"1550","Cardiac/Medical Arrest","Infectious Disease",0
"1551","Chest Trauma","Infectious Disease",0
"1552","CHF","Infectious Disease",0
"1553","Confusion/Disorientation","Infectious Disease",0
"1554","Convalescent/Invalid/Return Home","Infectious Disease",0
"1555","Diabetic Emergency","Infectious Disease",0
"1556","Drug Overdose","Infectious Disease",0
"1557","Exposure","Infectious Disease",0
"1558","General Illness/Weakness","Infectious Disease",0
"1559","GI Problems/Pain/Vomiting/Nausea","Infectious Disease",0
"1560","GU Problem/Pain","Infectious Disease",0
"1561","Gynecological Emergency","Infectious Disease",0
"1562","Head/Brain Trauma","Infectious Disease",0
"1563","Headache","Infectious Disease",0
"1564","Hemorrhage Minor","Infectious Disease",0
"1565","Hemorrhage/Hypovolemia Major","Infectious Disease",0
"1566","Hypotension Non-Traumatic","Infectious Disease",0
"1567","Inhalation Injury","Infectious Disease",0
"1568","Ischemic Chest Pain","Infectious Disease",0
"1569","Lift Assist (Dispatch Only)","Infectious Disease",0
"1570","Local Allergic Reaction","Infectious Disease",0
"1571","Musk/Skel Trauma","Infectious Disease",0
"1572","MVC (Dispatch Only)","Infectious Disease",0
"1573","Myocardial Infarction(Dx)","Infectious Disease",0
"1574","Newborn/Neonatal","Infectious Disease",0
"1575","Obstetrical Emergency","Infectious Disease",0
"1576","Obstruc./Anatomical/Med/Other","Infectious Disease",0
"1577","Obstruc./Foreign Body","Infectious Disease",0
"1578","Organ Donor","Infectious Disease",0
"1579","Organ Retrieval","Infectious Disease",0
"1580","Other Cardiac","Infectious Disease",0
"1581","Other Medical/Trauma","Infectious Disease",1
"1582","Palpitations","Infectious Disease",0
"1583","Paralysis/Spinal Trauma","Infectious Disease",0
"1584","Poisoning/Toxic Exposure","Infectious Disease",0
"1585","Resp. Arrest","Infectious Disease",0
"1586","Resp. Disease","Infectious Disease",0
"1587","Resp. Distress","Infectious Disease",0
"1588","Seizure/Post Ictal","Infectious Disease",0
"1589","Sepsis (Prev. Dx)","Infectious Disease",0
"1590","Stroke/TIA","Infectious Disease",0
"1591","Syncope","Infectious Disease",0
"1592","Trauma Unknown (Dispatch Only)","Infectious Disease",0
"1593","Traumatic Arrest","Infectious Disease",0
"1594","Treatment - Diagnostic/Return","Infectious Disease",0
"1595","Unconscious","Infectious Disease",0
"1596","Unknown (Dispatch Only)","Infectious Disease",1
"1597","","Inhalation Injury",0
"1598","Abdominal Pain NYD","Inhalation Injury",0
"1599","Abdominal Trauma","Inhalation Injury",0
"1600","Airway Trauma","Inhalation Injury",0
"1601","Alcohol Intoxication","Inhalation Injury",0
"1602","Altered LOC","Inhalation Injury",0
"1603","Anaphylaxis","Inhalation Injury",0
"1604","Back Pain","Inhalation Injury",0
"1605","Behaviour/Psychiatric","Inhalation Injury",0
